Id,Label,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,giantcomponent
1727,krankheiten,6,0.351822,0.367891,0,15,0
1728,indigos,7,0.308419,0.316297,0,15,0
1729,urlaub,0,0,0,0,48,56
1730,darf,6,0.333503,0.345332,0,15,0
1731,gilt,7,0.296386,0.303853,0,5,0
1732,jude,0,0,0,0,49,57
1733,mehr,6,0.414552,0.434932,0,6,0
1734,prozesse,0,0,0,0,50,58
1735,virus,6,0.415871,0.435782,0,15,0
1736,bekloppt,6,0.357599,0.374073,0,15,0
1737,überfordert,0,0,0,0,51,59
1738,ehrlichkeit,0,0,0,0,52,60
1739,begreift,0,0,0,0,53,61
1740,glaubt,6,0.352265,0.368895,0,5,0
1741,bedürfen,6,0.414727,0.434932,0,15,0
1742,einzigste,6,0.416048,0.436335,0,15,0
1743,ersetzen,0,0,0,0,54,62
1744,russisch,0,0,0,0,55,63
1745,theoretisch,0,0,0,0,56,64
1746,voneinander,0,0,0,0,57,65
1747,wiederherstellung,0,0,0,0,58,66
1748,wovon,0,0,0,0,59,67
1749,reichtum,0,0,0,0,60,68
1750,tell,0,0,0,0,61,69
1751,überstehen,0,0,0,0,62,70
1752,hunde,6,0.339924,0.353129,0,15,0
1753,dritt,7,0.293281,0.300852,0,27,0
1754,ei,0,0,0,0,63,71
1755,good,6,0.414639,0.434847,0,10,0
1756,überzeugen,0,0,0,0,64,72
1757,scheisse,0,0,0,0,65,73
1758,neunzig,0,0,0,0,66,74
1759,alkohol,6,0.322262,0.332032,0,10,0
1760,if,6,0.322262,0.332032,0,10,0
1761,they,6,0.416136,0.43602,0,10,0
1762,wut,0,0,0,0,67,75
1763,irgendwelche,0,0,0,0,68,76
1764,leuchten,0,0,0,0,69,77
1765,aufzunehmen,0,0,0,0,70,78
1766,arzt,0,0,0,0,71,79
1767,letzen,6,0.414639,0.434847,0,6,0
1768,unbewusst,7,0.30449,0.31185,0,12,0
1769,wahrnehmung,8,0.231078,0.234984,0,5,0
1770,zeitung,1,1,1,0,72,26
1771,töne,0,0,0,0,73,80
1772,mund,0,0,0,0,74,81
1773,schweiss,0,0,0,0,75,82
1774,schreib,0,0,0,0,76,83
1775,anschliessen,0,0,0,0,77,84
1776,speziell,0,0,0,0,78,85
1777,ging,0,0,0,0,79,86
1778,streuen,6,0.31746,0.326437,0.357955,15,0
1779,ursprünglich,0,0,0,0,80,87
1780,einfacher,0,0,0,0,81,88
1781,konsequent,0,0,0,0,82,89
1782,erzielen,0,0,0,0,83,90
1783,esse,0,0,0,0,84,91
1784,news,0,0,0,0,85,92
1785,inhalte,0,0,0,0,86,93
1786,everybody,0,0,0,0,87,94
1787,stell,0,0,0,0,88,95
1788,frauen,6,0.414376,0.434422,0,15,0
1789,bereiten,0,0,0,0,89,96
1790,pittiplatsch,6,0.368352,0.387781,0,5,0
1791,relativ,0,0,0,0,90,97
1792,restlich,0,0,0,0,91,98
1793,schief,0,0,0,0,92,99
1794,stehlen,0,0,0,0,93,100
1795,satz,0,0,0,0,94,101
1796,team,0,0,0,0,95,102
1797,geschehen,0,0,0,0,96,103
1798,messen,6,0.414815,0.435187,42.586225,6,0
1799,mehrer,6,0.416578,0.436718,0,6,0
1800,google,0,0,0,0,97,104
1801,aufgaben,0,0,0,0,98,105
1802,breit,0,0,0,0,99,106
1803,learning,0,0,0,0,100,107
1804,unverständnis,0,0,0,0,101,108
1805,welle,6,0.414552,0.434762,0,15,0
1806,schwierigkeit,0,0,0,0,102,109
1807,latten,0,0,0,0,103,110
1808,steinig,0,0,0,0,104,111
1809,horror,0,0,0,0,105,112
1810,hinterfragen,6,0.325203,0.335799,0.073095,15,0
1811,nied,0,0,0,0,106,113
1812,hoh,7,0.294471,0.301816,0,15,0
1813,give,0,0,0,0,107,114
1814,love,6,0.351948,0.368231,0,15,0
1815,vollkomm,0,0,0,0,108,115
1816,gewusst,7,0.299878,0.307352,0,3,0
1817,really,7,0.330746,0.342973,0,15,0
1818,hinweg,6,0.414376,0.434422,0,15,0
1819,krankheit,7,0.294959,0.302309,0,15,0
1820,begleiten,0,0,0,0,109,116
1821,kennt,0,0,0,0,110,117
1822,aussage,0,0,0,0,111,118
1823,fein,0,0,0,0,112,119
1824,klingen,0,0,0,0,113,120
1825,korea,0,0,0,0,114,121
1826,ursprungs,0,0,0,0,115,122
1827,lizenz,6,0.414376,0.434422,0,15,0
1828,dennen,6,0.414552,0.434762,0,6,0
1829,dramatik,0,0,0,0,116,123
1830,schwach,6,0.327869,0.339107,0,15,0
1831,wesenheit,6,0.414376,0.434422,0,15,0
1832,abzulenken,0,0,0,0,117,124
1833,adam,0,0,0,0,118,125
1834,agieren,7,0.302422,0.309755,0,6,0
1835,allgemein,6,0.323379,0.333104,0,15,0
1836,aussagen,0,0,0,0,119,126
1837,dasitzen,6,0.34501,0.359532,0,15,0
1838,ermöglichen,0,0,0,0,120,127
1839,gesicht,6,0.351822,0.367891,0,15,0
1840,glaubens,8,0.228066,0.231769,0,24,0
1841,hochgradig,6,0.342,0.356003,0,3,0
1842,individuell,0,0,0,0,122,128
1843,innewohnt,0,0,0,0,123,129
1844,insel,0,0,0,0,124,130
1845,keinerlei,0,0,0,0,125,131
1846,komisch,0,0,0,0,126,132
1847,nachvollziehen,0,0,0,0,127,133
1848,nuren,0,0,0,0,128,134
1849,rom,6,0.351822,0.367891,0,15,0
1850,technisch,0,0,0,0,129,135
1851,tiere,0,0,0,0,130,136
1852,unwissenheit,0,0,0,0,131,137
1853,ursprung,0,0,0,0,132,138
1854,vernichten,0,0,0,0,133,139
1855,gescheitert,0,0,0,0,134,140
1856,germany,0,0,0,0,135,141
1857,benennen,0,0,0,0,136,142
1858,aufgrund,0,0,0,0,137,143
1859,entsprechend,0,0,0,0,138,144
1860,unwahrscheinlich,6,0.414376,0.434422,0,15,0
1861,zuge,6,0.414376,0.434422,0,15,0
1862,neben,0,0,0,0,139,145
1863,zeitalter,0,0,0,0,140,146
1864,neunundneunzig,0,0,0,0,141,147
1865,neuseeland,0,0,0,0,142,148
1866,philosophie,0,0,0,0,143,149
1867,idea,0,0,0,0,144,150
1868,dezember,0,0,0,0,145,151
1869,dad,0,0,0,0,146,152
1870,dayen,0,0,0,0,147,153
1871,globo,7,0.30582,0.313202,0,10,0
1872,online,0,0,0,0,148,154
1873,schnelle,0,0,0,0,149,155
1874,links,0,0,0,0,150,156
1875,reihe,0,0,0,0,151,157
1876,verständlich,7,0.31844,0.327879,0,8,0
1877,warm,6,0.323379,0.333104,0,15,0
1878,schöne,0,0,0,0,152,158
1879,organisieren,0,0,0,0,153,159
1880,sieht,0,0,0,0,154,160
1881,total,0,0,0,0,155,161
1882,traurig,0,0,0,0,156,162
1883,gespannt,0,0,0,0,157,163
1884,kindheit,6,0.342,0.356003,0,3,0
1885,länger,6,0.313249,0.321241,0,10,0
1886,abgehalten,0,0,0,0,158,164
1887,konzept,0,0,0,0,159,165
1888,wild,0,0,0,0,160,166
1889,teufel,6,0.375263,0.395451,0,15,0
1890,project,0,0,0,0,161,167
1891,sexualität,0,0,0,0,162,168
1892,behandeln,6,0.414727,0.434889,0,15,0
1893,angesproch,0,0,0,0,163,169
1894,manipulator,0,0,0,0,164,170
1895,him,0,0,0,0,165,171
1896,understand,7,0.293369,0.300877,0,25,0
1897,traum,0,0,0,0,166,172
1898,all,6,0.414376,0.434422,0,15,0
1899,rhön,6,0.355846,0.372304,0,15,0
1900,quer,0,0,0,0,167,173
1901,erscheinen,6,0.414552,0.434762,0,15,0
1902,hoffen,0,0,0,0,168,174
1903,ware,0,0,0,0,169,175
1904,nachher,0,0,0,0,170,176
1905,erwarten,0,0,0,0,171,177
1906,errichten,1,1,1,0,172,54
1907,herrscht,0,0,0,0,173,178
1908,hätte,1,1,1,0,174,31
1909,aktivierung,0,0,0,0,175,179
1910,brauchbar,0,0,0,0,176,180
1911,maximal,6,0.414376,0.434422,0,15,0
1912,missbrauchen,0,0,0,0,177,181
1913,stammen,0,0,0,0,178,182
1914,wisst,0,0,0,0,179,183
1915,get,6,0.414376,0.434422,0,15,0
1916,eintausend,0,0,0,0,180,184
1917,vierzehn,5,0.429726,0.44744,0,1,0
1918,dreizehn,0,0,0,0,181,185
1919,free,0,0,0,0,182,186
1920,white,0,0,0,0,183,187
1921,effekt,0,0,0,0,184,188
1922,always,6,0.342,0.356003,0,3,0
1923,mathematik,0,0,0,0,185,189
1924,asien,6,0.31491,0.323716,0,15,0
1925,audi,0,0,0,0,186,190
1926,honigmann,0,0,0,0,187,191
1927,porsch,0,0,0,0,188,192
1928,training,0,0,0,0,189,193
1929,anfragen,0,0,0,0,190,194
1930,brauche,0,0,0,0,191,195
1931,kindern,0,0,0,0,192,196
1932,spiele,6,0.414376,0.434422,0,15,0
1933,spirituelle,0,0,0,0,193,197
1934,mix,6,0.414376,0.434422,0,15,0
1935,behilflich,0,0,0,0,194,198
1936,fürs,0,0,0,0,195,199
1937,achten,0,0,0,0,196,200
1938,ignoranz,0,0,0,0,197,201
1939,black,0,0,0,0,198,202
1940,finanziell,0,0,0,0,199,203
1941,deshalb,0,0,0,0,200,204
1942,reichen,0,0,0,0,201,205
1943,erfolgreich,6,0.316537,0.325145,0,5,0
1944,gewinnen,6,0.414376,0.434422,0,15,0
1945,mitteilen,0,0,0,0,202,206
1946,union,0,0,0,0,203,207
1947,freunden,0,0,0,0,204,208
1948,flach,0,0,0,0,205,209
1949,stellst,0,0,0,0,206,210
1950,wind,0,0,0,0,207,211
1951,manuel,6,0.414376,0.434422,0,15,0
1952,abends,7,0.301585,0.309333,0,8,0
1953,aktion,6,0.356818,0.373707,0,10,0
1954,humor,0,0,0,0,208,212
1955,beispiele,0,0,0,0,209,213
1956,fresse,6,0.351822,0.367891,0,15,0
1957,grenzen,0,0,0,0,210,214
1958,hierbei,0,0,0,0,211,215
1959,joa,0,0,0,0,212,216
1960,waschen,6,0.414376,0.434422,0,15,0
1961,latein,0,0,0,0,213,217
1962,materiell,0,0,0,0,214,218
1963,umkehrschluss,0,0,0,0,215,219
1964,katastrophen,0,0,0,0,216,220
1965,by,0,0,0,0,217,221
1966,ehre,0,0,0,0,218,222
1967,schwierigkeiten,6,0.368352,0.387781,0,5,0
1968,lebt,6,0.414376,0.434422,0,15,0
1969,wacht,6,0.414376,0.434422,0,15,0
1970,ereignis,6,0.414639,0.434804,0,15,0
1971,pagan,0,0,0,0,219,223
1972,gehauen,0,0,0,0,220,224
1973,etwa,6,0.414376,0.434422,0,15,0
1974,rüber,6,0.34501,0.359532,0,15,0
1975,herstellen,0,0,0,0,221,225
1976,schiessen,0,0,0,0,222,226
1977,kosen,0,0,0,0,223,227
1978,krebs,0,0,0,0,224,228
1979,bein,6,0.319791,0.328529,0,15,0
1980,virtuelle,6,0.320681,0.330451,0,5,0
1981,rover,0,0,0,0,225,229
1982,haare,0,0,0,0,226,230
1983,anzunehmen,0,0,0,0,227,231
1984,ausgemacht,7,0.301957,0.309457,0,5,0
1985,bedroht,0,0,0,0,228,232
1986,berufung,0,0,0,0,229,233
1987,realisieren,0,0,0,0,230,234
1988,trauer,7,0.303782,0.31117,1959,26,0
1989,amnesie,7,0.306585,0.314401,0,10,0
1990,dunkel,0,0,0,0,231,235
1991,lichtwesen,0,0,0,0,232,236
1992,lächerlich,0,0,0,0,233,237
1993,ms,0,0,0,0,234,238
1994,unfall,0,0,0,0,235,239
1995,angriffen,0,0,0,0,236,240
1996,arbeitet,6,0.414376,0.434422,0,15,0
1997,neo,6,0.414376,0.434422,0,15,0
1998,brauch,1,1,1,0,237,37
1999,dringlichkeit,0,0,0,0,238,241
2000,naturell,6,0.414376,0.434422,0,15,0
2001,quasien,0,0,0,0,239,242
2002,wüsste,0,0,0,0,240,243
2003,abschliessen,0,0,0,0,241,244
2004,beurteilen,6,0.414376,0.434422,0,15,0
2005,daten,0,0,0,0,242,245
2006,fliegen,6,0.414552,0.434762,0,5,0
2007,foto,0,0,0,0,243,246
2008,garen,7,0.3137,0.321995,0,10,0
2009,gelehrt,0,0,0,0,244,247
2010,grösse,0,0,0,0,245,248
2011,insgesamt,6,0.31355,0.321199,0,15,0
2012,jeglicher,0,0,0,0,246,249
2013,lasen,7,0.306633,0.314656,0,10,0
2014,opfer,0,0,0,0,247,250
2015,stadt,0,0,0,0,248,251
2016,tatsächlich,0,0,0,0,249,252
2017,wenigst,0,0,0,0,250,253
2018,befreit,7,0.30871,0.316774,0.0625,5,0
2019,geschützt,7,0.319791,0.329478,0,15,0
2020,grenzenlos,0,0,0,0,251,254
2021,loswerden,7,0.302843,0.310141,0,10,0
2022,schlafen,0,0,0,0,252,255
2023,rasse,7,0.293281,0.300852,0,27,0
2024,platz,0,0,0,0,254,256
2025,riesen,0,0,0,0,255,257
2026,versuch,0,0,0,0,256,258
2027,eingebaut,0,0,0,0,257,259
2028,saison,0,0,0,0,258,260
2029,zwingen,0,0,0,0,259,261
2030,nimm,0,0,0,0,260,262
2031,wirtschaft,0,0,0,0,261,263
2032,polizist,7,0.313199,0.321867,1959,28,0
2033,lieben,0,0,0,0,262,264
2034,nationalitäten,0,0,0,0,263,265
2035,schicken,0,0,0,0,264,266
2036,ruhig,0,0,0,0,265,267
2037,kannst,7,0.306825,0.314282,0,15,0
2038,wahnsinnig,0,0,0,0,266,268
2039,lost,0,0,0,0,267,269
2040,dreimal,0,0,0,0,268,270
2041,durchschauen,0,0,0,0,269,271
2042,durchschaut,0,0,0,0,270,272
2043,staat,6,0.416755,0.436446,0,15,0
2044,zustand,0,0,0,0,271,273
2045,fokus,0,0,0,0,272,274
2046,seminars,0,0,0,0,273,275
2047,com,0,0,0,0,274,276
2048,city,6,0.347826,0.363469,0,14,0
2049,guys,0,0,0,0,275,277
2050,language,7,0.307934,0.315898,0,15,0
2051,light,6,0.357599,0.374073,0,15,0
2052,who,0,0,0,0,276,278
2053,töten,0,0,0,0,277,279
2054,bring,0,0,0,0,278,280
2055,haft,0,0,0,0,279,281
2056,treiben,0,0,0,0,280,282
2057,mutter,0,0,0,0,281,283
2058,versklavung,0,0,0,0,282,284
2059,sagst,1,1,1,0,283,17
2060,strategisch,0,0,0,0,284,285
2061,wozu,0,0,0,0,285,286
2062,bemerken,0,0,0,0,286,287
2063,audio,0,0,0,0,287,288
2064,gebot,7,0.268236,0.275695,0,0,0
2065,kaputt,0,0,0,0,288,289
2066,verrückt,0,0,0,0,289,290
2067,abwisch,0,0,0,0,290,291
2068,aussprechen,0,0,0,0,291,292
2069,verbreiten,0,0,0,0,292,293
2070,schulen,6,0.414376,0.434422,0,15,0
2071,geier,0,0,0,0,293,294
2072,verbreitet,0,0,0,0,294,295
2073,etabliert,0,0,0,0,295,296
2074,klaut,1,1,1,0,296,6
2075,ausdrücken,0,0,0,0,297,297
2076,wieviele,0,0,0,0,298,298
2077,abgleich,0,0,0,0,299,299
2078,aha,0,0,0,0,300,300
2079,allerdings,0,0,0,0,301,301
2080,erlauben,6,0.414376,0.434422,0,15,0
2081,trage,6,0.357599,0.374073,0,15,0
2082,videos,0,0,0,0,302,302
2083,woran,0,0,0,0,303,303
2084,gesprochene,6,0.333617,0.345672,0.355941,15,0
2085,wütend,0,0,0,0,304,304
2086,hefte,0,0,0,0,305,305
2087,spirale,0,0,0,0,306,306
2088,schrauben,7,0.308516,0.31674,0,10,0
2089,bewegung,0,0,0,0,307,307
2090,leidet,0,0,0,0,308,308
2091,verfallen,0,0,0,0,309,309
2092,tätigen,7,0.298826,0.306289,0,29,0
2093,klo,0,0,0,0,311,310
2094,gucken,6,0.414552,0.434762,1959,30,0
2095,geraten,0,0,0,0,312,311
2096,rand,0,0,0,0,313,312
2097,überzeugung,6,0.325527,0.335867,0,15,0
2098,biowaffen,0,0,0,0,314,313
2099,transformieren,0,0,0,0,315,314
2100,ton,6,0.414376,0.434422,0,15,0
2101,übrig,0,0,0,0,316,315
2102,betreiber,6,0.414376,0.434422,0,15,0
2103,auferweckung,0,0,0,0,317,316
2104,ausbildung,0,0,0,0,318,317
2105,sarah,0,0,0,0,319,318
2106,bleibe,0,0,0,0,320,319
2107,hilfreich,6,0.414376,0.434422,0,15,0
2108,entsteht,0,0,0,0,321,320
2109,entschloss,0,0,0,0,322,321
2110,verstecken,6,0.352075,0.368435,0,6,0
2111,herren,0,0,0,0,323,322
2112,besteht,0,0,0,0,324,323
2113,kümmern,0,0,0,0,325,324
2114,abhält,0,0,0,0,326,325
2115,drüber,0,0,0,0,327,326
2116,trotz,0,0,0,0,328,327
2117,wage,6,0.322474,0.332015,10.869789,6,0
2118,bevölkerung,0,0,0,0,329,328
2119,abschluss,0,0,0,0,330,329
2120,pension,0,0,0,0,331,330
2121,ausrichten,0,0,0,0,332,331
2122,lebensweg,0,0,0,0,333,332
2123,unvermögen,0,0,0,0,334,333
2124,göttlich,0,0,0,0,335,334
2125,laut,1,1,1,0,336,3
2126,nen,6,0.322262,0.332032,0,10,0
2127,spiegel,0,0,0,0,337,335
2128,einsteigen,0,0,0,0,338,336
2129,mitreisen,0,0,0,0,339,337
2130,stillstand,0,0,0,0,340,338
2131,geschieht,0,0,0,0,341,339
2132,staaten,0,0,0,0,342,340
2133,unendlich,0,0,0,0,343,341
2134,facebook,0,0,0,0,344,342
2135,play,0,0,0,0,345,343
2136,darstellung,7,0.299008,0.306382,0,15,0
2137,schalte,7,0.307741,0.315098,0,15,0
2138,büchern,8,0.230074,0.234747,3,31,0
2139,eigenregie,0,0,0,0,346,344
2140,fern,0,0,0,0,347,345
2141,flug,0,0,0,0,348,346
2142,folge,6,0.328308,0.339592,0,5,0
2143,franz,0,0,0,0,349,347
2144,abhängigkeiten,6,0.34574,0.36085,0.581033,6,0
2145,einflüsse,6,0.337582,0.34994,0,15,0
2146,sechzig,0,0,0,0,350,348
2147,aufzulösen,0,0,0,0,351,349
2148,detail,0,0,0,0,352,350
2149,betrachten,0,0,0,0,353,351
2150,nich,0,0,0,0,354,352
2151,studio,0,0,0,0,355,353
2152,gift,2,0.666667,0.75,0,356,2
2153,hinweise,6,0.334243,0.347177,0,5,0
2154,kommentar,0,0,0,0,357,354
2155,sau,0,0,0,0,358,355
2156,binden,0,0,0,0,359,356
2157,schein,0,0,0,0,360,357
2158,überweisen,0,0,0,0,361,358
2159,umgekehrt,0,0,0,0,362,359
2160,gutes,0,0,0,0,363,360
2161,wäre,0,0,0,0,364,361
2162,grammatik,0,0,0,0,365,362
2163,veränderung,6,0.317049,0.326122,0,5,0
2164,bullshit,7,0.312152,0.320515,0,15,0
2165,gründen,0,0,0,0,366,363
2166,ha,8,0.195472,0.198262,0,31,0
2167,mitbekommen,0,0,0,0,367,364
2168,he,0,0,0,0,368,365
2169,shopper,1,1,1,0,369,18
2170,einladen,7,0.310569,0.319069,0,10,0
2171,hör,7,0.302422,0.309755,0,6,0
2172,international,0,0,0,0,370,366
2173,spüren,0,0,0,0,371,367
2174,gesundheitlich,0,0,0,0,372,368
2175,umbringen,0,0,0,0,373,369
2176,jesus,0,0,0,0,374,370
2177,handelsvertreter,0,0,0,0,375,371
2178,juliane,6,0.414376,0.434422,0,15,0
2179,gesund,0,0,0,0,376,372
2180,mädchen,0,0,0,0,377,373
2181,mädels,7,0.294074,0.3016,0,15,0
2182,arrogant,0,0,0,0,378,374
2183,ansagen,0,0,0,0,379,375
2184,eventuell,0,0,0,0,380,376
2185,kopiert,0,0,0,0,381,377
2186,erläutern,6,0.414376,0.434422,0,15,0
2187,lässt,0,0,0,0,382,378
2188,situationen,0,0,0,0,383,379
2189,manipulierbar,0,0,0,0,384,380
2190,gespräch,0,0,0,0,385,381
2191,lichtkörper,0,0,0,0,386,382
2192,grüsse,0,0,0,0,387,383
2193,vergeben,6,0.316896,0.32568,0,12,0
2194,entdecken,6,0.414376,0.434422,0,15,0
2195,republikanisch,0,0,0,0,388,384
2196,unterliegen,0,0,0,0,389,385
2197,absichtlich,7,0.294206,0.301702,0,15,0
2198,dämon,6,0.368698,0.388333,0,5,0
2199,erfährt,0,0,0,0,390,386
2200,grundsätzlich,0,0,0,0,391,387
2201,jemalsen,0,0,0,0,392,388
2202,trans,0,0,0,0,393,389
2203,unermesslich,0,0,0,0,394,390
2204,abholen,0,0,0,0,395,391
2205,angeschaut,0,0,0,0,396,392
2206,ansehen,0,0,0,0,397,393
2207,arroganz,0,0,0,0,398,394
2208,ausruhen,0,0,0,0,399,395
2209,berichten,6,0.414376,0.434422,0,15,0
2210,ebenso,0,0,0,0,400,396
2211,einprogrammiert,0,0,0,0,401,397
2212,erfassen,0,0,0,0,402,398
2213,erzogen,0,0,0,0,403,399
2214,finger,0,0,0,0,404,400
2215,gesellschaftlich,0,0,0,0,405,401
2216,hinsetzen,7,0.309686,0.317241,0,5,0
2217,steuert,0,0,0,0,406,402
2218,subtiler,0,0,0,0,407,403
2219,telepathie,0,0,0,0,408,404
2220,verführung,0,0,0,0,409,405
2221,weiterhinen,6,0.316896,0.325451,0,10,0
2222,werfen,0,0,0,0,410,406
2223,wohnt,0,0,0,0,411,407
2224,öffentlich,8,0.212882,0.217048,0,12,0
2225,übel,0,0,0,0,412,408
2226,gesamtheit,0,0,0,0,413,409
2227,mitleid,0,0,0,0,414,410
2228,lamm,0,0,0,0,415,411
2229,global,1,1,1,0,416,11
2230,globale,6,0.414464,0.434677,0,15,0
2231,mitteln,0,0,0,0,417,412
2232,runde,0,0,0,0,418,413
2233,nennt,0,0,0,0,419,414
2234,laden,0,0,0,0,420,415
2235,spot,0,0,0,0,421,416
2236,version,0,0,0,0,422,417
2237,aufhört,0,0,0,0,423,418
2238,vermutet,6,0.414376,0.434422,0,15,0
2239,sam,0,0,0,0,424,419
2240,betonen,0,0,0,0,425,420
2241,offensichtlich,0,0,0,0,426,421
2242,sardinen,0,0,0,0,427,422
2243,empfehlung,6,0.309441,0.317126,0,6,0
2244,schulmedizin,0,0,0,0,428,423
2245,globus,7,0.262629,0.269713,0,10,0
2246,polarität,0,0,0,0,429,424
2247,löschen,0,0,0,0,430,425
2248,entlarvt,0,0,0,0,431,426
2249,regel,0,0,0,0,432,427
2250,ausfindig,0,0,0,0,433,428
2251,todes,0,0,0,0,434,429
2252,schnellen,6,0.414552,0.434762,227.074259,32,0
2253,füllen,0,0,0,0,435,430
2254,besitz,0,0,0,0,436,431
2255,schutz,0,0,0,0,437,432
2256,braun,0,0,0,0,438,433
2257,auftrag,0,0,0,0,439,434
2258,anhang,0,0,0,0,440,435
2259,magnetismus,6,0.337233,0.349855,0,5,0
2260,wahrhaben,6,0.414376,0.434422,0,15,0
2261,büro,6,0.351822,0.367891,0,15,0
2262,jakob,7,0.312949,0.321161,0,15,0
2263,seminarteilnehmer,0,0,0,0,441,436
2264,fahrzeugen,0,0,0,0,442,437
2265,süden,0,0,0,0,443,438
2266,konsens,0,0,0,0,444,439
2267,lieber,0,0,0,0,445,440
2268,anzuwenden,0,0,0,0,446,441
2269,erfindung,0,0,0,0,447,442
2270,green,0,0,0,0,448,443
2271,mini,0,0,0,0,449,444
2272,water,0,0,0,0,450,445
2273,angriff,0,0,0,0,451,446
2274,leipzig,0,0,0,0,452,447
2275,abwärtsspirale,0,0,0,0,453,448
2276,scheinen,0,0,0,0,454,449
2277,untergang,0,0,0,0,455,450
2278,vereinigung,0,0,0,0,456,451
2279,reinigung,0,0,0,0,457,452
2280,aspekte,0,0,0,0,458,453
2281,derjenig,6,0.309441,0.317126,0,6,0
2282,einander,0,0,0,0,459,454
2283,läuft,0,0,0,0,460,455
2284,solltet,7,0.312699,0.320864,0,14,0
2285,tja,0,0,0,0,461,456
2286,beschreiben,0,0,0,0,462,457
2287,well,0,0,0,0,463,458
2288,twitter,0,0,0,0,464,459
2289,pläne,0,0,0,0,465,460
2290,befreiung,0,0,0,0,466,461
2291,nase,0,0,0,0,467,462
2292,gefährlich,0,0,0,0,468,463
2293,heut,0,0,0,0,469,464
2294,betreten,0,0,0,0,470,465
2295,spielwelt,0,0,0,0,471,466
2296,ever,0,0,0,0,472,467
2297,dschungel,0,0,0,0,473,468
2298,alltag,7,0.313801,0.32202,0,14,0
2299,ausgeschaltet,0,0,0,0,474,469
2300,schlüssel,0,0,0,0,475,470
2301,wolf,0,0,0,0,476,471
2302,zufall,0,0,0,0,477,472
2303,klasse,0,0,0,0,478,473
2304,service,0,0,0,0,479,474
2305,lebendig,0,0,0,0,480,475
2306,tatsache,0,0,0,0,481,476
2307,unterwegs,0,0,0,0,482,477
2308,dateien,0,0,0,0,483,478
2309,angriffe,0,0,0,0,484,479
2310,aussetzen,0,0,0,0,485,480
2311,hilflosigkeit,6,0.414376,0.434422,0,15,0
2312,nem,7,0.319791,0.329478,0,15,0
2313,aufbau,0,0,0,0,486,481
2314,einsam,0,0,0,0,487,482
2315,innen,0,0,0,0,488,483
2316,avatar,0,0,0,0,489,484
2317,vorbereitung,6,0.376344,0.395978,0,5,0
2318,begrifflichkeiten,0,0,0,0,490,485
2319,fussball,6,0.320733,0.330706,0,5,0
2320,jürgen,0,0,0,0,491,486
2321,implementiert,6,0.352075,0.368435,0,6,0
2322,umgegangen,0,0,0,0,492,487
2323,landes,0,0,0,0,493,488
2324,geeignet,0,0,0,0,494,489
2325,erhöhen,0,0,0,0,495,490
2326,keller,0,0,0,0,496,491
2327,preise,0,0,0,0,497,492
2328,bleib,0,0,0,0,498,493
2329,blind,0,0,0,0,499,494
2330,camp,0,0,0,0,500,495
2331,auferstehung,6,0.325798,0.336378,0.358538,6,0
2332,aufklärer,0,0,0,0,501,496
2333,kapitel,0,0,0,0,502,497
2334,passage,6,0.368352,0.387781,0,5,0
2335,schreibe,0,0,0,0,503,498
2336,bildschirm,0,0,0,0,504,499
2337,belassen,0,0,0,0,505,500
2338,zurückgehen,0,0,0,0,506,501
2339,david,7,0.309002,0.317292,3.070884,10,0
2340,diejenig,0,0,0,0,507,502
2341,zurückzugehen,7,0.297691,0.305545,0,10,0
2342,minute,0,0,0,0,508,503
2343,wichtigkeit,0,0,0,0,509,504
2344,seminartag,0,0,0,0,510,505
2345,aug,7,0.311358,0.31924,0,15,0
2346,sauna,0,0,0,0,511,506
2347,entscheide,0,0,0,0,512,507
2348,fahrer,0,0,0,0,513,508
2349,positiv,7,0.298598,0.305779,0,15,0
2350,spontan,0,0,0,0,514,509
2351,wär,0,0,0,0,515,510
2352,produzieren,0,0,0,0,516,511
2353,übersetzen,0,0,0,0,517,512
2354,arena,7,0.294338,0.301957,0,4,0
2355,slogan,5,0.37916,0.396499,0,2,0
2356,erkennst,0,0,0,0,518,513
2357,pro,0,0,0,0,519,514
2358,fahrrad,0,0,0,0,520,515
2359,schäfer,0,0,0,0,521,516
2360,kilometer,0,0,0,0,522,517
2361,kilo,0,0,0,0,523,518
2362,bude,0,0,0,0,524,519
2363,drehen,0,0,0,0,525,520
2364,nation,0,0,0,0,526,521
2365,nüchtern,6,0.31664,0.325043,0,15,0
2366,genügend,7,0.295136,0.302722,0,5,0
2367,impulsgeber,0,0,0,0,527,522
2368,nähe,0,0,0,0,528,523
2369,zeiten,0,0,0,0,529,524
2370,selbsttäuschung,0,0,0,0,530,525
2371,heiss,0,0,0,0,531,526
2372,nummer,0,0,0,0,532,527
2373,schluss,7,0.309686,0.317241,0,5,0
2374,vorne,0,0,0,0,533,528
2375,gekostet,7,0.302143,0.309937,1959,33,0
2376,werte,0,0,0,0,535,529
2377,caro,0,0,0,0,536,530
2378,siehen,0,0,0,0,537,531
2379,gering,1,1,1,0,538,4
2380,schema,0,0,0,0,539,532
2381,silber,0,0,0,0,540,533
2382,anliegen,0,0,0,0,541,534
2383,guru,0,0,0,0,542,535
2384,messias,0,0,0,0,543,536
2385,anfühlt,0,0,0,0,544,537
2386,ruf,0,0,0,0,545,538
